CustomerID,Tenure,ContractType,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,NumSupportCalls,SeniorCitizen,Partner,PaperlessBilling,Churn
CUST10857,4,Month-to-Month,Fiber Optic,Credit Card,63.84,240.18,5,0,No,Yes,Yes
CUST10858,48,Month-to-Month,Fiber Optic,Electronic Check,102.9,4658.31,2,0,Yes,No,Yes
CUST10859,57,Month-to-Month,DSL,Bank Transfer,93.05,4913.46,1,0,Yes,Yes,Yes
CUST10860,69,One Year,Fiber Optic,Electronic Check,50.37,3314.04,1,0,Yes,Yes,No
CUST10861,66,Two Year,DSL,Mailed Check,30.08,1830.32,3,1,No,Yes,No
CUST10862,8,Two Year,Fiber Optic,Electronic Check,76.5,603.89,1,0,Yes,No,No
CUST10863,55,Month-to-Month,DSL,Mailed Check,18.0,964.99,4,0,Yes,No,No
CUST10864,60,One Year,No,Credit Card,92.75,5236.82,1,0,Yes,No,No
CUST10865,50,Two Year,DSL,Bank Transfer,59.66,2907.6,0,0,No,Yes,No
CUST10866,59,Two Year,Fiber Optic,Mailed Check,110.78,5886.99,0,0,Yes,No,No
CUST10867,60,Month-to-Month,DSL,Mailed Check,21.83,1223.94,3,0,No,Yes,No
CUST10868,32,Month-to-Month,Fiber Optic,Mailed Check,87.95,2656.88,1,0,Yes,Yes,No
CUST10869,2,Two Year,Fiber Optic,Bank Transfer,62.49,118.35,0,1,Yes,No,No
CUST10870,32,Month-to-Month,Fiber Optic,Mailed Check,56.72,1769.43,3,0,Yes,No,Yes
CUST10871,14,Month-to-Month,DSL,Electronic Check,30.75,428.9,3,0,Yes,No,Yes
CUST10872,8,Two Year,DSL,Bank Transfer,79.89,599.49,3,1,No,Yes,Yes
CUST10873,8,Two Year,DSL,Credit Card,81.9,612.65,2,0,Yes,No,No
CUST10874,50,Two Year,No,Mailed Check,109.63,5268.0,1,0,No,Yes,No
CUST10875,36,One Year,Fiber Optic,Electronic Check,90.2,3013.81,0,0,No,No,Yes
CUST10876,38,Month-to-Month,DSL,Electronic Check,50.15,1742.07,1,0,Yes,Yes,No
CUST10877,53,Month-to-Month,No,Credit Card,39.9,2106.57,0,0,Yes,Yes,No
CUST10878,39,Month-to-Month,DSL,Credit Card,30.79,1177.94,2,0,No,Yes,No
CUST10879,45,One Year,Fiber Optic,Electronic Check,101.83,4563.33,2,0,No,Yes,No
CUST10880,6,Month-to-Month,Fiber Optic,Electronic Check,45.55,251.92,1,0,No,Yes,No
CUST10881,61,One Year,No,Electronic Check,102.01,5611.43,0,0,Yes,No,No
CUST10882,32,Month-to-Month,Fiber Optic,Mailed Check,78.13,2359.47,1,0,No,No,Yes
CUST10883,11,One Year,Fiber Optic,Credit Card,73.25,800.4,1,0,No,Yes,No
CUST10884,58,Month-to-Month,No,Electronic Check,57.33,3038.62,0,0,Yes,Yes,Yes
CUST10885,52,Month-to-Month,DSL,Credit Card,81.52,3864.81,0,0,No,No,Yes
CUST10886,3,Month-to-Month,No,Electronic Check,64.61,175.78,1,0,Yes,No,No
CUST10887,13,Month-to-Month,No,Bank Transfer,55.77,707.97,1,0,Yes,Yes,No
CUST10888,1,Two Year,No,Mailed Check,82.4,80.64,3,0,Yes,No,No
CUST10889,19,Month-to-Month,DSL,Credit Card,61.4,1131.06,2,0,No,Yes,Yes
CUST10890,7,Month-to-Month,DSL,Mailed Check,45.04,285.43,3,0,No,No,Yes
CUST10891,51,One Year,Fiber Optic,Mailed Check,80.0,3967.1,0,1,Yes,No,No
CUST10892,37,One Year,Fiber Optic,Electronic Check,63.4,2216.46,3,0,No,Yes,Yes
CUST10893,70,Month-to-Month,Fiber Optic,Credit Card,77.22,4950.21,2,0,No,Yes,Yes
CUST10894,53,Month-to-Month,No,Mailed Check,53.65,2643.02,4,0,Yes,No,Yes
CUST10895,44,Month-to-Month,Fiber Optic,Mailed Check,34.77,1453.56,0,0,Yes,Yes,No
CUST10896,36,One Year,DSL,Bank Transfer,108.38,3640.13,0,0,Yes,Yes,No
CUST10897,3,Month-to-Month,Fiber Optic,Bank Transfer,103.67,310.07,0,0,No,Yes,Yes
CUST10898,5,Month-to-Month,DSL,Bank Transfer,87.09,412.58,2,0,No,No,Yes
CUST10899,44,Month-to-Month,DSL,Mailed Check,55.3,2280.43,2,1,Yes,Yes,Yes
CUST10900,0,One Year,DSL,Electronic Check,57.49,0.0,2,0,Yes,Yes,No
CUST10901,3,Month-to-Month,No,Electronic Check,99.56,288.24,2,0,No,No,Yes
CUST10902,15,Two Year,Fiber Optic,Electronic Check,56.15,758.23,2,0,No,No,No
CUST10903,63,Month-to-Month,Fiber Optic,Bank Transfer,49.19,2980.74,2,0,Yes,Yes,Yes
CUST10904,33,One Year,Fiber Optic,Bank Transfer,111.81,3410.7,2,0,No,Yes,Yes
CUST10905,51,Month-to-Month,Fiber Optic,Bank Transfer,63.81,3050.99,0,0,No,Yes,Yes
CUST10906,29,Month-to-Month,No,Credit Card,109.21,3074.09,1,0,No,Yes,No
CUST10907,12,Month-to-Month,No,Electronic Check,30.04,344.52,0,0,Yes,Yes,Yes
CUST10908,26,Two Year,Fiber Optic,Credit Card,77.95,1898.75,1,0,Yes,Yes,No
CUST10909,6,Two Year,No,Credit Card,116.78,642.34,1,0,Yes,Yes,No
CUST10910,55,Month-to-Month,Fiber Optic,Bank Transfer,65.74,3436.9,1,0,No,No,No
CUST10911,13,Month-to-Month,Fiber Optic,Bank Transfer,58.4,707.53,1,0,No,Yes,No
CUST10912,27,Two Year,No,Electronic Check,35.81,958.45,0,0,No,Yes,No
CUST10913,70,Month-to-Month,Fiber Optic,Electronic Check,92.06,6144.12,1,1,Yes,No,No
CUST10914,42,Month-to-Month,Fiber Optic,Electronic Check,45.75,1895.74,3,0,Yes,Yes,Yes
CUST10915,33,Month-to-Month,DSL,Bank Transfer,62.63,1940.75,1,1,Yes,No,No
CUST10916,39,One Year,Fiber Optic,Mailed Check,34.14,1308.48,3,0,No,Yes,No
CUST10917,56,One Year,Fiber Optic,Electronic Check,103.92,5270.47,0,0,No,Yes,No
CUST10918,18,One Year,Fiber Optic,Electronic Check,93.87,1571.07,1,0,No,Yes,No
CUST10919,45,Two Year,Fiber Optic,Electronic Check,64.21,2623.09,2,0,Yes,Yes,No
CUST10920,62,Month-to-Month,DSL,Bank Transfer,36.15,2024.26,1,0,No,No,No
CUST10921,41,Month-to-Month,No,Bank Transfer,103.4,4205.0,2,0,No,Yes,Yes
CUST10922,32,Month-to-Month,DSL,Bank Transfer,55.85,1736.6,2,0,No,Yes,No
CUST10923,10,Month-to-Month,No,Electronic Check,37.37,359.69,1,0,Yes,Yes,Yes
CUST10924,17,Month-to-Month,DSL,Electronic Check,20.95,339.5,4,0,No,Yes,Yes
CUST10925,68,Month-to-Month,Fiber Optic,Electronic Check,48.85,3178.81,1,0,No,Yes,Yes
CUST10926,38,Month-to-Month,Fiber Optic,Credit Card,28.63,1048.63,1,0,No,Yes,Yes
CUST10927,21,One Year,No,Bank Transfer,49.43,1020.03,0,1,No,Yes,No
CUST10928,30,Month-to-Month,DSL,Mailed Check,83.61,2407.19,0,0,Yes,No,Yes
CUST10929,41,Month-to-Month,No,Electronic Check,55.61,2222.69,0,0,Yes,No,No
CUST10930,38,One Year,Fiber Optic,Mailed Check,73.89,2605.93,0,0,Yes,Yes,No
CUST10931,50,One Year,Fiber Optic,Credit Card,46.92,2340.55,0,0,Yes,No,No
CUST10932,18,One Year,Fiber Optic,Electronic Check,66.63,1083.23,2,1,No,Yes,No
CUST10933,46,Two Year,DSL,Credit Card,113.02,4880.01,3,0,No,Yes,No
CUST10934,31,One Year,Fiber Optic,Mailed Check,56.29,1724.41,1,0,Yes,No,No
CUST10935,67,Month-to-Month,DSL,Electronic Check,74.61,4589.22,0,0,No,No,Yes
CUST10936,11,Month-to-Month,DSL,Credit Card,25.86,260.03,3,0,Yes,Yes,Yes
CUST10937,10,One Year,Fiber Optic,Bank Transfer,103.0,964.64,2,0,Yes,No,No
CUST10938,33,Month-to-Month,Fiber Optic,Bank Transfer,53.07,1651.17,0,0,No,No,No
CUST10939,36,Month-to-Month,DSL,Electronic Check,91.26,3263.48,1,0,Yes,Yes,No
CUST10940,49,Month-to-Month,DSL,Mailed Check,61.92,2984.36,1,0,No,Yes,No
CUST10941,29,Month-to-Month,DSL,Bank Transfer,80.29,2203.63,3,1,Yes,No,Yes
CUST10942,65,Month-to-Month,DSL,Bank Transfer,81.78,5301.33,3,0,Yes,No,Yes
CUST10943,34,Month-to-Month,Fiber Optic,Electronic Check,53.69,1760.16,0,0,No,Yes,No
CUST10944,9,Two Year,DSL,Bank Transfer,92.3,820.2,3,0,Yes,Yes,No
CUST10945,8,Two Year,No,Credit Card,46.03,340.48,5,0,No,No,No
CUST10946,70,Month-to-Month,DSL,Credit Card,84.45,5609.4,1,0,No,Yes,No
CUST10947,9,Two Year,DSL,Electronic Check,55.24,448.92,1,0,Yes,No,No
CUST10948,68,Month-to-Month,No,Credit Card,73.74,4517.34,1,0,No,Yes,No
CUST10949,20,Two Year,DSL,Bank Transfer,53.45,1037.51,1,0,No,No,No
CUST10950,6,Two Year,Fiber Optic,Electronic Check,66.25,362.45,4,0,Yes,Yes,No
CUST10951,21,Month-to-Month,No,Electronic Check,38.13,764.52,1,0,No,Yes,Yes
CUST10952,44,One Year,No,Credit Card,71.19,3037.14,3,0,No,No,No
CUST10953,30,Two Year,Fiber Optic,Electronic Check,66.1,1791.09,0,0,No,Yes,No
CUST10954,56,Two Year,DSL,Electronic Check,51.5,2725.02,2,0,Yes,Yes,No
CUST10955,43,Two Year,Fiber Optic,Mailed Check,63.62,2649.25,2,1,Yes,Yes,No
CUST10956,28,One Year,No,Bank Transfer,68.35,1892.7,1,0,No,No,No
CUST10957,45,Month-to-Month,No,Bank Transfer,49.59,2075.17,3,0,Yes,Yes,No
CUST10958,69,Two Year,DSL,Bank Transfer,61.78,4251.83,2,1,No,No,No
CUST10959,29,One Year,Fiber Optic,Credit Card,39.86,1137.97,3,0,Yes,Yes,No
CUST10960,11,One Year,DSL,Credit Card,120.0,1273.88,2,1,Yes,No,Yes
CUST10961,29,Month-to-Month,DSL,Electronic Check,91.48,2491.6,2,1,No,Yes,Yes
CUST10962,60,One Year,Fiber Optic,Electronic Check,71.83,4185.29,0,0,Yes,Yes,No
CUST10963,15,Month-to-Month,DSL,Electronic Check,94.3,1388.5,2,1,Yes,Yes,Yes
CUST10964,68,One Year,DSL,Mailed Check,18.0,1138.72,0,0,No,Yes,No
CUST10965,42,Month-to-Month,DSL,Mailed Check,18.0,755.46,1,0,Yes,No,No
CUST10966,43,One Year,Fiber Optic,Credit Card,55.02,2344.24,1,1,Yes,No,No
CUST10967,22,Two Year,DSL,Mailed Check,30.54,637.31,0,0,No,No,No
CUST10968,66,Month-to-Month,Fiber Optic,Electronic Check,59.08,3791.2,0,0,No,No,Yes
CUST10969,2,Month-to-Month,DSL,Credit Card,70.14,133.6,3,0,No,No,Yes
CUST10970,21,Month-to-Month,No,Mailed Check,88.01,1804.02,4,0,Yes,No,Yes
CUST10971,30,Two Year,DSL,Credit Card,36.54,1077.23,3,1,Yes,No,Yes
CUST10972,34,One Year,Fiber Optic,Credit Card,74.99,2300.61,2,0,Yes,Yes,No
CUST10973,34,Month-to-Month,DSL,Credit Card,65.36,2017.6,0,0,Yes,Yes,No
CUST10974,10,Month-to-Month,DSL,Credit Card,73.69,688.0,1,0,Yes,Yes,Yes
CUST10975,16,Month-to-Month,DSL,Electronic Check,52.01,825.3,3,0,Yes,No,Yes
CUST10976,6,Month-to-Month,DSL,Bank Transfer,99.58,561.53,1,1,No,Yes,Yes
CUST10977,41,Two Year,DSL,Mailed Check,62.41,2530.03,0,0,Yes,Yes,No
CUST10978,25,One Year,Fiber Optic,Bank Transfer,109.35,2586.79,1,0,No,No,No
CUST10979,40,Month-to-Month,Fiber Optic,Bank Transfer,45.24,1680.91,1,0,Yes,Yes,Yes
CUST10980,42,Two Year,DSL,Bank Transfer,83.57,3475.07,1,0,Yes,Yes,No
CUST10981,50,Month-to-Month,Fiber Optic,Mailed Check,63.51,3035.99,3,0,Yes,No,No
CUST10982,39,Two Year,Fiber Optic,Credit Card,56.81,2073.9,0,0,No,Yes,No
CUST10983,46,Month-to-Month,DSL,Bank Transfer,80.81,3362.04,0,0,Yes,Yes,No
CUST10984,42,One Year,Fiber Optic,Credit Card,57.52,2201.06,1,1,No,Yes,Yes
CUST10985,46,Two Year,DSL,Electronic Check,18.0,756.73,2,0,No,Yes,No
CUST10986,44,Month-to-Month,DSL,Credit Card,18.0,741.7,1,0,Yes,Yes,No
CUST10987,22,One Year,Fiber Optic,Mailed Check,96.81,2046.19,0,0,No,Yes,Yes
CUST10988,17,Two Year,No,Mailed Check,95.76,1515.2,1,1,No,No,No
CUST10989,56,Month-to-Month,No,Credit Card,112.18,5695.04,2,0,Yes,No,Yes
CUST10990,24,Month-to-Month,No,Mailed Check,64.56,1435.53,0,0,Yes,Yes,Yes
CUST10991,39,One Year,Fiber Optic,Mailed Check,32.68,1199.16,1,1,No,Yes,No
CUST10992,14,Month-to-Month,DSL,Credit Card,54.51,762.55,1,1,No,Yes,No
CUST10993,31,Month-to-Month,DSL,Credit Card,65.29,1901.13,0,0,Yes,Yes,Yes
CUST10994,38,Month-to-Month,DSL,Mailed Check,39.82,1375.34,1,0,No,Yes,No
CUST10995,45,One Year,DSL,Mailed Check,106.21,4579.25,1,0,No,Yes,Yes
CUST10996,37,Month-to-Month,DSL,Electronic Check,120.0,4404.32,2,0,Yes,Yes,No
CUST10997,25,Month-to-Month,Fiber Optic,Electronic Check,76.96,1882.96,2,0,No,No,Yes
CUST10998,69,Two Year,DSL,Bank Transfer,64.73,4393.22,1,0,No,Yes,No
CUST10999,36,Month-to-Month,DSL,Mailed Check,32.63,1166.25,2,0,No,No,No
CUST11000,58,Two Year,Fiber Optic,Credit Card,103.66,5793.76,1,0,Yes,Yes,No
CUST11001,53,Month-to-Month,Fiber Optic,Electronic Check,66.91,3544.43,0,1,No,No,No
CUST11002,40,Two Year,No,Bank Transfer,57.77,2087.41,1,0,Yes,Yes,Yes
CUST11003,63,One Year,DSL,Bank Transfer,77.03,4772.74,2,0,Yes,No,Yes
CUST11004,9,Month-to-Month,Fiber Optic,Bank Transfer,50.36,446.76,2,0,No,No,Yes
CUST11005,66,Two Year,DSL,Electronic Check,68.67,4494.47,1,0,Yes,Yes,No
CUST11006,61,Month-to-Month,Fiber Optic,Mailed Check,28.94,1673.22,1,0,Yes,Yes,No
CUST11007,36,Month-to-Month,DSL,Bank Transfer,92.18,3248.05,3,0,Yes,No,Yes
CUST11008,52,Month-to-Month,DSL,Mailed Check,62.39,2983.14,0,0,No,No,No
CUST11009,37,One Year,Fiber Optic,Credit Card,93.97,3338.9,1,0,Yes,No,No
CUST11010,19,Month-to-Month,DSL,Bank Transfer,59.97,1066.35,4,0,No,Yes,Yes
CUST11011,57,Month-to-Month,DSL,Mailed Check,61.6,3369.41,1,0,No,Yes,Yes
CUST11012,17,Month-to-Month,No,Electronic Check,34.69,570.6,1,0,No,Yes,Yes
CUST11013,22,Month-to-Month,DSL,Electronic Check,83.99,1727.13,2,0,Yes,No,Yes
CUST11014,37,Month-to-Month,Fiber Optic,Mailed Check,43.1,1469.71,0,0,Yes,Yes,No
CUST11015,60,Month-to-Month,Fiber Optic,Mailed Check,52.84,2955.35,0,0,Yes,Yes,No
CUST11016,27,Month-to-Month,DSL,Credit Card,65.03,1696.81,3,0,No,Yes,Yes
CUST11017,35,Month-to-Month,Fiber Optic,Credit Card,68.03,2304.11,0,0,No,Yes,No
CUST11018,2,One Year,DSL,Electronic Check,22.35,43.54,2,0,No,No,Yes
CUST11019,8,Month-to-Month,Fiber Optic,Bank Transfer,59.23,432.45,3,1,No,Yes,No
CUST11020,4,One Year,DSL,Mailed Check,84.88,333.36,3,0,No,No,No
CUST11021,5,Month-to-Month,DSL,Electronic Check,55.54,269.04,2,0,No,Yes,Yes
CUST11022,62,Month-to-Month,DSL,Bank Transfer,59.38,3324.63,2,0,Yes,Yes,No
CUST11023,60,Month-to-Month,No,Bank Transfer,69.06,3868.3,0,0,No,Yes,Yes
CUST11024,59,Month-to-Month,Fiber Optic,Electronic Check,61.85,3454.54,3,0,No,Yes,No
CUST11025,4,Month-to-Month,No,Mailed Check,39.24,146.92,2,0,No,Yes,Yes
CUST11026,5,Two Year,Fiber Optic,Bank Transfer,64.09,292.17,0,0,No,No,No
CUST11027,20,Month-to-Month,Fiber Optic,Mailed Check,89.85,1654.56,1,1,Yes,Yes,No
CUST11028,40,Month-to-Month,Fiber Optic,Mailed Check,38.72,1397.72,2,0,Yes,Yes,Yes
CUST11029,24,One Year,No,Electronic Check,55.64,1214.25,2,0,No,No,No
CUST11030,35,Month-to-Month,Fiber Optic,Electronic Check,30.46,987.88,4,1,Yes,Yes,Yes
CUST11031,12,Month-to-Month,Fiber Optic,Credit Card,88.53,1043.23,1,0,Yes,Yes,Yes
CUST11032,52,Month-to-Month,Fiber Optic,Bank Transfer,62.69,3105.57,1,0,Yes,Yes,No
CUST11033,22,Month-to-Month,Fiber Optic,Electronic Check,43.75,907.11,3,0,Yes,Yes,Yes
CUST11034,4,Month-to-Month,DSL,Mailed Check,67.31,260.14,0,0,Yes,Yes,No
CUST11035,53,One Year,Fiber Optic,Electronic Check,34.91,1765.4,1,1,No,Yes,No
CUST11036,65,Two Year,DSL,Mailed Check,39.16,2324.34,2,0,No,Yes,No
CUST11037,1,Month-to-Month,No,Electronic Check,28.5,26.28,2,0,Yes,Yes,Yes
CUST11038,31,One Year,Fiber Optic,Bank Transfer,38.33,1095.85,1,0,Yes,No,Yes
CUST11039,59,One Year,No,Bank Transfer,98.93,5603.37,1,0,Yes,No,Yes
CUST11040,50,Month-to-Month,Fiber Optic,Bank Transfer,46.67,2207.87,1,0,Yes,Yes,No
CUST11041,61,One Year,Fiber Optic,Mailed Check,76.66,4389.88,1,0,Yes,Yes,Yes
CUST11042,29,One Year,DSL,Mailed Check,44.09,1221.92,1,0,No,No,No
CUST11043,26,Two Year,No,Electronic Check,83.99,2177.21,1,0,No,Yes,No
CUST11044,51,Two Year,Fiber Optic,Electronic Check,39.35,1869.22,1,1,No,No,No
CUST11045,11,Month-to-Month,DSL,Mailed Check,65.98,690.96,2,1,No,Yes,Yes
CUST11046,17,Month-to-Month,DSL,Mailed Check,66.32,1068.85,2,1,No,Yes,Yes
CUST11047,43,Month-to-Month,DSL,Bank Transfer,120.0,5013.79,1,0,Yes,Yes,Yes
CUST11048,48,Month-to-Month,Fiber Optic,Electronic Check,80.76,3771.93,1,0,No,No,Yes
CUST11049,8,Month-to-Month,Fiber Optic,Mailed Check,50.18,390.56,3,1,No,Yes,Yes
CUST11050,36,Two Year,No,Credit Card,82.13,2720.59,1,0,Yes,Yes,No
CUST11051,26,Month-to-Month,Fiber Optic,Credit Card,118.45,2910.04,1,0,Yes,Yes,Yes
CUST11052,36,Month-to-Month,Fiber Optic,Credit Card,24.26,856.87,0,0,No,No,No
CUST11053,69,Two Year,Fiber Optic,Mailed Check,43.94,2844.35,0,1,No,Yes,No
CUST11054,5,Month-to-Month,No,Electronic Check,59.08,294.93,1,1,Yes,No,Yes
CUST11055,71,Month-to-Month,No,Electronic Check,54.57,3628.36,2,0,Yes,Yes,No
CUST11056,32,Two Year,DSL,Electronic Check,56.68,1722.65,0,0,Yes,Yes,Yes
CUST11057,55,Month-to-Month,No,Credit Card,32.39,1687.84,0,1,Yes,Yes,No
CUST11058,30,Month-to-Month,Fiber Optic,Credit Card,100.1,2832.93,0,0,No,No,Yes
CUST11059,22,Month-to-Month,No,Credit Card,29.43,637.47,2,0,No,Yes,Yes
CUST11060,55,Two Year,No,Bank Transfer,59.99,3020.74,0,0,No,Yes,No
CUST11061,49,Month-to-Month,Fiber Optic,Mailed Check,91.15,4273.25,1,0,No,No,No
CUST11062,10,Month-to-Month,DSL,Mailed Check,64.25,618.0,2,1,Yes,Yes,No
CUST11063,50,Month-to-Month,Fiber Optic,Credit Card,40.52,1995.86,3,0,Yes,Yes,Yes
CUST11064,54,Month-to-Month,DSL,Credit Card,31.28,1623.11,3,0,No,Yes,Yes
CUST11065,27,Two Year,Fiber Optic,Bank Transfer,59.25,1593.35,2,0,Yes,No,Yes
CUST11066,66,Month-to-Month,DSL,Credit Card,46.07,3001.75,1,0,No,Yes,No
CUST11067,46,Two Year,Fiber Optic,Mailed Check,70.13,3015.88,0,1,No,No,No
CUST11068,24,Month-to-Month,No,Mailed Check,29.96,708.97,1,0,Yes,No,Yes
CUST11069,0,Month-to-Month,DSL,Credit Card,85.33,0.0,1,0,Yes,Yes,Yes
CUST11070,48,Two Year,Fiber Optic,Mailed Check,67.89,3016.66,2,0,No,Yes,No
CUST11071,15,Month-to-Month,Fiber Optic,Credit Card,69.75,1005.47,1,0,Yes,No,Yes
CUST11072,54,Month-to-Month,Fiber Optic,Mailed Check,101.03,5063.8,2,1,No,No,Yes
CUST11073,37,Two Year,DSL,Mailed Check,54.06,1930.13,1,0,No,No,No
CUST11074,33,Month-to-Month,DSL,Electronic Check,46.85,1405.92,0,0,No,Yes,Yes
CUST11075,11,Month-to-Month,Fiber Optic,Bank Transfer,51.31,549.41,1,1,Yes,No,No
CUST11076,51,Two Year,Fiber Optic,Mailed Check,60.19,2891.59,0,0,Yes,No,No
CUST11077,11,Month-to-Month,Fiber Optic,Mailed Check,62.73,661.55,3,0,Yes,No,No
CUST11078,30,Month-to-Month,DSL,Bank Transfer,44.23,1197.64,1,0,Yes,Yes,No
CUST11079,60,Month-to-Month,Fiber Optic,Electronic Check,18.0,1047.11,1,1,Yes,No,No
CUST11080,66,Month-to-Month,Fiber Optic,Electronic Check,50.98,3195.1,4,0,No,No,No
CUST11081,71,Month-to-Month,DSL,Credit Card,74.0,5057.11,2,0,Yes,No,Yes
CUST11082,68,One Year,Fiber Optic,Bank Transfer,68.41,4333.54,0,0,No,No,Yes
CUST11083,40,Month-to-Month,DSL,Bank Transfer,94.99,3475.05,2,0,No,No,Yes
CUST11084,14,One Year,Fiber Optic,Electronic Check,113.89,1504.44,2,0,Yes,Yes,Yes
CUST11085,60,Month-to-Month,No,Bank Transfer,83.98,5010.57,2,0,No,Yes,Yes
CUST11086,57,Month-to-Month,Fiber Optic,Mailed Check,99.56,5236.7,1,0,No,Yes,Yes
CUST11087,71,Month-to-Month,Fiber Optic,Bank Transfer,84.17,5782.35,2,0,Yes,No,No
CUST11088,46,One Year,DSL,Electronic Check,107.75,4485.55,1,0,Yes,Yes,No
CUST11089,10,Month-to-Month,DSL,Bank Transfer,111.27,1081.33,2,0,No,No,Yes
CUST11090,36,Month-to-Month,DSL,Bank Transfer,88.78,2952.68,2,0,No,No,Yes
CUST11091,32,Two Year,Fiber Optic,Mailed Check,82.66,2500.04,0,0,Yes,No,No
CUST11092,60,One Year,No,Electronic Check,59.87,3365.08,0,0,Yes,No,No
CUST11093,28,Month-to-Month,DSL,Credit Card,63.97,1632.26,1,1,Yes,No,No
CUST11094,23,Two Year,DSL,Bank Transfer,56.55,1215.53,0,1,Yes,Yes,No
CUST11095,5,Month-to-Month,DSL,Bank Transfer,80.53,376.48,1,1,No,Yes,Yes
CUST11096,60,Month-to-Month,Fiber Optic,Credit Card,46.99,2684.66,1,0,Yes,Yes,Yes
CUST11097,54,Month-to-Month,Fiber Optic,Bank Transfer,60.22,3242.89,1,0,Yes,No,Yes
CUST11098,2,Month-to-Month,Fiber Optic,Electronic Check,18.0,34.09,1,0,Yes,Yes,Yes
CUST11099,31,Month-to-Month,No,Mailed Check,108.08,3321.81,2,0,No,Yes,Yes
CUST11100,34,One Year,DSL,Credit Card,59.49,1913.75,2,0,Yes,No,Yes
CUST11101,33,Month-to-Month,Fiber Optic,Mailed Check,76.39,2295.89,1,0,Yes,Yes,Yes
CUST11102,66,Two Year,Fiber Optic,Credit Card,101.44,6179.62,3,0,Yes,No,No
CUST11103,10,Two Year,DSL,Electronic Check,72.51,682.14,1,0,No,Yes,No
CUST11104,22,One Year,No,Mailed Check,101.11,2074.35,1,0,Yes,No,No
CUST11105,13,One Year,DSL,Mailed Check,33.96,435.56,0,1,No,Yes,No
CUST11106,17,One Year,Fiber Optic,Bank Transfer,120.0,1974.44,2,0,No,No,Yes
CUST11107,65,Two Year,Fiber Optic,Electronic Check,92.18,5739.04,3,0,Yes,No,No
CUST11108,67,Month-to-Month,No,Electronic Check,70.23,4466.01,0,0,No,Yes,Yes
CUST11109,3,Month-to-Month,Fiber Optic,Bank Transfer,100.63,283.69,0,0,No,Yes,No
CUST11110,45,Month-to-Month,DSL,Mailed Check,35.78,1547.66,1,1,Yes,No,Yes
CUST11111,16,Month-to-Month,No,Credit Card,57.78,843.55,4,0,Yes,Yes,No
CUST11112,13,Month-to-Month,Fiber Optic,Credit Card,101.11,1204.35,1,0,Yes,No,Yes
CUST11113,21,One Year,Fiber Optic,Mailed Check,18.32,357.91,1,0,Yes,Yes,No
CUST11114,13,Month-to-Month,Fiber Optic,Bank Transfer,79.01,942.0,3,0,No,No,Yes
CUST11115,35,Two Year,DSL,Mailed Check,78.3,2652.01,1,1,Yes,Yes,No
CUST11116,71,Month-to-Month,Fiber Optic,Mailed Check,114.23,7319.38,1,1,Yes,Yes,No
CUST11117,42,Month-to-Month,No,Bank Transfer,25.43,978.36,4,0,No,Yes,Yes
CUST11118,52,Month-to-Month,DSL,Mailed Check,105.24,5419.18,1,0,No,Yes,No
CUST11119,35,Month-to-Month,Fiber Optic,Electronic Check,51.01,1784.91,1,0,No,Yes,Yes
CUST11120,1,Month-to-Month,No,Mailed Check,53.82,51.06,0,0,Yes,No,Yes
CUST11121,6,Month-to-Month,Fiber Optic,Credit Card,34.45,196.27,0,0,No,No,Yes
CUST11122,19,Month-to-Month,No,Mailed Check,37.8,701.93,1,0,Yes,No,No
CUST11123,17,Month-to-Month,Fiber Optic,Mailed Check,75.09,1153.5,2,0,No,No,No
CUST11124,60,Month-to-Month,No,Bank Transfer,37.19,2103.55,3,1,No,No,No
CUST11125,60,Month-to-Month,DSL,Electronic Check,83.51,4559.56,0,0,Yes,Yes,No
CUST11126,61,Month-to-Month,Fiber Optic,Mailed Check,48.43,2777.25,0,0,No,No,No
CUST11127,45,Month-to-Month,Fiber Optic,Electronic Check,34.67,1557.63,2,0,No,Yes,No
CUST11128,40,Month-to-Month,Fiber Optic,Credit Card,51.8,2020.95,0,1,Yes,Yes,Yes
CUST11129,46,Month-to-Month,No,Credit Card,73.42,3372.27,3,0,No,No,Yes
CUST11130,29,Month-to-Month,Fiber Optic,Credit Card,58.07,1641.26,2,0,Yes,No,Yes
CUST11131,48,One Year,Fiber Optic,Electronic Check,65.86,3037.39,0,0,No,Yes,No
CUST11132,57,Two Year,Fiber Optic,Bank Transfer,82.41,4581.92,0,0,No,Yes,No
CUST11133,54,Two Year,Fiber Optic,Bank Transfer,92.06,4801.77,3,0,No,No,No
CUST11134,44,Month-to-Month,Fiber Optic,Credit Card,57.25,2384.0,1,0,No,No,No
CUST11135,4,Month-to-Month,DSL,Electronic Check,38.89,144.55,2,0,No,Yes,Yes
CUST11136,52,Month-to-Month,Fiber Optic,Bank Transfer,66.9,3311.88,1,0,No,No,Yes
CUST11137,26,One Year,No,Electronic Check,76.77,1848.01,0,0,Yes,Yes,Yes
CUST11138,53,One Year,Fiber Optic,Bank Transfer,28.48,1431.96,1,0,Yes,Yes,No
CUST11139,38,Two Year,Fiber Optic,Credit Card,42.73,1485.09,0,0,No,No,No
CUST11140,63,Two Year,Fiber Optic,Electronic Check,47.02,2833.52,2,0,Yes,Yes,No
